일자,시간,시가,고가,저가,종가,5,20,60,120,BB_상한선,BB_중심선,BB_하한선,거래량,OBV+Slow%K,OBV+Slow%D,RSI,Signal,RSI+MACD,Signal
2018-07-03,15:30,"2,274.56","2,277.97","2,272.28","2,272.76","2,267.09","2,276.12","2,308.33",,"2,356.20","2,308.80","2,261.40","36,235,000",71.44%,67.99%,46.13%,36.01%,0.75%,-2.51%
2018-07-03,15:00,"2,270.74","2,277.32","2,270.47","2,274.95","2,265.55","2,277.77","2,309.62",,"2,357.61","2,310.04","2,262.46","28,610,000",83.32%,64.54%,43.64%,31.97%,-0.72%,-3.32%
2018-07-03,14:30,"2,259.08","2,271.02","2,256.50","2,271.02","2,263.78","2,279.53","2,310.81",,"2,358.84","2,311.26","2,263.67","24,372,000",66.63%,45.77%,36.15%,27.30%,-2.33%,-3.97%
2018-07-03,14:00,"2,256.78","2,259.78","2,252.36","2,258.43","2,263.82","2,281.70","2,312.15",,"2,360.06","2,312.71","2,265.35","36,612,000",33.27%,24.90%,26.26%,23.76%,-3.59%,-4.38%
2018-07-03,13:30,"2,264.85","2,265.63","2,257.34","2,258.30","2,267.96","2,284.61","2,313.79",,"2,360.89","2,314.35","2,267.82","23,689,000",6.38%,16.54%,24.94%,22.76%,-4.13%,-4.58%
2018-07-03,13:00,"2,266.24","2,266.79","2,262.74","2,265.04","2,271.53","2,287.46","2,315.39",,"2,361.51","2,315.89","2,270.28","15,294,000",12.75%,26.70%,23.61%,21.89%,-4.64%,-4.70%
2018-07-03,12:30,"2,272.33","2,273.33","2,258.80","2,266.10","2,274.37","2,290.08","2,316.82",,"2,362.18","2,317.37","2,272.55","21,880,000",25.50%,40.65%,22.66%,21.20%,-5.07%,-4.71%
2018-07-03,12:00,"2,278.33","2,279.73","2,271.23","2,271.23","2,275.19","2,293.08","2,318.34",,"2,362.90","2,318.86","2,274.83","14,214,000",51.00%,55.81%,22.94%,20.62%,-5.46%,-4.62%
2018-07-03,11:30,"2,275.46","2,280.80","2,275.13","2,279.12","2,275.62","2,295.92","2,319.70",,"2,363.57","2,320.16","2,276.75","18,747,000",69.05%,60.61%,24.21%,19.69%,-5.91%,-4.41%
2018-07-03,11:00,"2,279.13","2,279.46","2,271.89","2,276.18","2,274.10","2,298.05","2,320.87",,"2,364.08","2,321.32","2,278.57","25,752,000",60.23%,52.18%,20.05%,17.88%,-6.52%,-4.04%
2018-07-03,10:30,"2,270.66","2,282.83","2,270.66","2,279.20","2,274.43","2,300.38","2,322.05",,"2,364.35","2,322.52","2,280.70","31,649,000",64.59%,44.13%,22.73%,17.02%,-6.78%,-3.42%
2018-07-03,10:00,"2,273.90","2,274.72","2,267.10","2,270.23","2,275.36","2,302.49","2,323.21",,"2,364.48","2,323.67","2,282.85","31,131,000",29.18%,23.67%,10.19%,14.73%,-7.29%,-2.58%
2018-07-03,9:30,"2,285.88","2,287.39","2,272.20","2,273.35","2,279.57","2,305.12","2,324.35",,"2,363.79","2,324.79","2,285.78","57,842,000",28.05%,18.15%,9.32%,16.55%,-6.55%,-1.40%
2018-07-02,15:30,"2,277.14","2,280.55","2,271.53","2,271.54","2,282.60","2,307.25","2,325.44",,"2,363.23","2,325.75","2,288.27","49,156,000",4.49%,8.26%,6.53%,19.43%,-5.43%,-0.11%
2018-07-02,15:00,"2,283.50","2,285.72","2,275.78","2,277.85","2,286.58","2,309.36","2,326.40",,"2,362.23","2,326.70","2,291.18","38,987,000",8.99%,12.03%,16.18%,24.60%,-3.63%,1.22%
2018-07-02,14:30,"2,291.32","2,291.63","2,283.38","2,283.81","2,291.40","2,310.79","2,327.40",,"2,361.67","2,327.73","2,293.80","23,946,000",17.97%,15.07%,17.55%,27.97%,-2.27%,2.43%
2018-07-02,14:00,"2,288.38","2,292.17","2,282.10","2,291.28","2,295.82","2,311.46","2,328.48",,"2,361.52","2,328.74","2,295.96","30,897,000",23.18%,12.17%,21.88%,32.13%,-0.64%,3.61%
2018-07-02,13:30,"2,291.41","2,291.95","2,288.29","2,288.50","2,299.59","2,312.08","2,329.36",,"2,361.23","2,329.66","2,298.09","27,189,000",0.28%,1.15%,17.07%,36.23%,1.01%,4.67%
2018-07-02,13:00,"2,302.15","2,302.15","2,290.02","2,291.47","2,304.75","2,312.86","2,330.27",,"2,360.77","2,330.52","2,300.27","27,260,000",0.57%,2.02%,28.48%,43.90%,3.59%,5.59%
2018-07-02,12:30,"2,305.46","2,306.51","2,301.80","2,301.94","2,309.79","2,314.05","2,331.38",,"2,361.20","2,331.56","2,301.92","12,604,000",1.14%,3.47%,37.58%,50.06%,5.67%,6.09%
2018-07-02,12:00,"2,309.78","2,310.78","2,303.01","2,305.91","2,312.45","2,314.66","2,332.23",,"2,361.66","2,332.38","2,303.09","19,201,000",2.28%,5.80%,49.46%,55.05%,7.31%,6.20%
2018-07-02,11:30,"2,314.89","2,316.05","2,309.03","2,310.15","2,314.78","2,315.11","2,333.05",,"2,362.34","2,333.20","2,304.06","19,420,000",4.56%,9.32%,61.54%,57.29%,8.10%,5.92%
2018-07-02,11:00,"2,315.70","2,318.05","2,311.83","2,314.28","2,317.97","2,315.31","2,333.84",,"2,363.13","2,333.94","2,304.76","22,445,000",9.11%,14.08%,59.00%,55.59%,7.75%,5.37%
2018-07-02,10:30,"2,314.47","2,318.89","2,312.19","2,316.69","2,320.72","2,315.66","2,334.54",,"2,363.95","2,334.65","2,305.34","26,595,000",13.88%,19.04%,60.96%,54.23%,7.46%,4.78%
2018-07-02,10:00,"2,316.79","2,321.59","2,313.83","2,315.23","2,321.73","2,316.14","2,335.21",,"2,364.64","2,335.30","2,305.96","37,502,000",9.91%,24.20%,49.99%,51.53%,6.77%,4.11%
2018-07-02,9:30,"2,322.23","2,327.59","2,317.05","2,317.53","2,323.21","2,316.59","2,335.83",,"2,365.12","2,335.87","2,306.63","58,063,000",19.82%,38.50%,52.51%,52.15%,6.92%,3.45%
2018-06-29,15:30,"2,329.27","2,329.58","2,325.20","2,326.13","2,323.99","2,317.10",,,,,,"53,439,000",39.64%,57.17%,59.73%,52.00%,6.74%,2.58%
2018-06-29,15:00,"2,322.39","2,328.36","2,321.79","2,328.02","2,323.36","2,317.22",,,,,,"30,183,000",79.29%,74.69%,62.27%,48.92%,5.69%,1.54%
2018-06-29,14:30,"2,322.40","2,323.78","2,319.44","2,321.76","2,320.92","2,317.19",,,,,,"19,975,000",58.58%,70.10%,50.58%,43.57%,4.00%,0.50%
2018-06-29,14:00,"2,322.18","2,326.18","2,321.96","2,322.63","2,319.34","2,317.50",,,,,,"27,506,000",89.20%,81.62%,47.03%,40.77%,2.98%,-0.38%
2018-06-29,13:30,"2,323.45","2,323.45","2,319.33","2,321.41","2,316.11","2,317.78",,,,,,"15,621,000",78.39%,74.04%,47.61%,38.27%,2.00%,-1.22%
2018-06-29,13:00,"2,315.52","2,323.46","2,315.18","2,322.98","2,311.24","2,317.89",,,,,,"15,843,000",86.65%,69.69%,46.30%,34.54%,0.65%,-2.02%
2018-06-29,12:30,"2,313.84","2,316.61","2,311.58","2,315.81","2,307.38","2,318.16",,,,,,"13,635,000",73.30%,52.74%,38.92%,29.83%,-0.94%,-2.69%
2018-06-29,12:00,"2,306.72","2,316.65","2,306.72","2,313.87","2,305.05","2,319.47",,,,,,"22,822,000",46.59%,32.18%,38.14%,26.20%,-2.21%,-3.13%
2018-06-29,11:30,"2,297.54","2,306.47","2,296.39","2,306.47","2,305.32","2,321.33",,,,,,"25,325,000",16.27%,17.77%,28.50%,21.42%,-3.72%,-3.36%
2018-06-29,11:00,"2,304.02","2,307.35","2,296.49","2,297.08","2,306.88","2,323.56",,,,,,"27,242,000",9.74%,19.26%,11.98%,18.58%,-4.61%,-3.27%
2018-06-29,10:30,"2,303.95","2,307.93","2,302.07","2,303.65","2,310.45","2,326.36",,,,,,"35,355,000",19.47%,28.78%,24.02%,21.22%,-4.00%,-2.93%
2018-06-29,10:00,"2,314.40","2,314.40","2,302.64","2,304.16","2,312.55","2,328.67",,,,,,"48,435,000",38.95%,38.08%,21.68%,20.10%,-4.38%,-2.67%
2018-06-29,9:30,"2,325.68","2,325.74","2,314.87","2,315.25","2,315.94","2,330.87",,,,,,"61,282,000",56.93%,37.22%,20.47%,19.47%,-4.57%,-2.24%
2018-06-28,15:30,"2,314.55","2,318.25","2,313.35","2,314.24","2,318.14","2,332.57",,,,,,"49,080,000",13.87%,17.50%,15.54%,19.07%,-4.62%,-1.66%
2018-06-28,15:00,"2,314.36","2,318.40","2,311.43","2,314.93","2,320.17","2,334.22",,,,,,"29,353,000",27.74%,21.13%,15.69%,20.48%,-4.12%,-0.91%
2018-06-28,14:30,"2,321.43","2,321.72","2,310.80","2,314.17","2,322.73","2,335.96",,,,,,"36,473,000",8.73%,14.52%,13.90%,22.39%,-3.43%,-0.11%
2018-06-28,14:00,"2,326.12","2,326.12","2,321.01","2,321.10","2,325.61","2,337.59",,,,,,"26,324,000",17.47%,20.31%,21.59%,25.79%,-2.32%,0.72%
2018-06-28,13:30,"2,324.60","2,327.42","2,323.97","2,326.28","2,326.86","2,339.09",,,,,,"16,369,000",34.94%,23.15%,26.70%,27.47%,-1.66%,1.48%
2018-06-28,13:00,"2,328.19","2,328.42","2,323.87","2,324.38","2,327.20","2,340.62",,,,,,"13,652,000",7.43%,11.37%,22.98%,27.78%,-1.30%,2.26%
2018-06-28,12:30,"2,327.98","2,330.54","2,326.94","2,327.70","2,327.95","2,342.12",,,,,,"12,562,000",14.86%,15.31%,28.35%,29.70%,-0.45%,3.15%
2018-06-28,12:00,"2,328.10","2,329.19","2,324.48","2,328.57","2,327.15","2,343.28",,,,,,"16,473,000",21.26%,15.76%,27.37%,30.24%,0.09%,4.06%
2018-06-28,11:30,"2,327.92","2,333.25","2,327.35","2,327.35","2,327.12","2,344.72",,,,,,"19,039,000",6.88%,10.27%,30.11%,31.39%,0.88%,5.05%
2018-06-28,11:00,"2,327.56","2,329.81","2,325.78","2,328.01","2,330.05","2,346.00",,,,,,"27,178,000",13.77%,13.65%,27.92%,31.90%,1.61%,6.09%
2018-06-28,10:30,"2,323.49","2,328.94","2,320.10","2,328.11","2,334.64","2,347.06",,,,,,"44,021,000",13.93%,13.54%,25.14%,33.49%,2.73%,7.21%
2018-06-28,10:00,"2,327.21","2,328.18","2,321.82","2,323.72","2,339.23","2,348.00",,,,,,"40,652,000",4.51%,13.14%,23.03%,36.83%,4.40%,8.33%
2018-06-28,9:30,"2,327.37","2,335.35","2,319.24","2,328.40","2,345.12","2,349.25",,,,,,"83,194,000",9.01%,21.78%,29.58%,42.35%,6.69%,9.31%
2018-06-27,15:30,"2,350.30","2,350.92","2,342.02","2,342.03","2,349.40","2,349.76",,,,,,"64,627,000",18.02%,34.55%,33.96%,47.46%,8.84%,9.97%
2018-06-27,15:00,"2,351.01","2,354.79","2,350.32","2,350.92","2,350.62","2,349.61",,,,,,"34,265,000",36.04%,51.08%,47.58%,52.87%,11.01%,10.25%
2018-06-27,14:30,"2,354.02","2,356.37","2,349.34","2,351.09","2,350.31","2,348.50",,,,,,"28,801,000",68.35%,66.11%,52.08%,54.98%,12.24%,10.06%
2018-06-27,14:00,"2,348.88","2,354.56","2,347.53","2,353.17","2,349.54","2,347.84",,,,,,"29,471,000",80.66%,63.87%,56.55%,56.14%,13.17%,9.51%
2018-06-27,13:30,"2,347.69","2,350.84","2,346.72","2,349.78","2,348.85","2,347.61",,,,,,"36,045,000",61.32%,47.09%,51.11%,55.98%,13.72%,8.60%
2018-06-27,13:00,"2,349.22","2,351.05","2,346.63","2,348.15","2,348.22","2,347.33",,,,,,"27,128,000",22.63%,32.87%,58.78%,57.92%,14.76%,7.32%
2018-06-27,12:30,"2,347.02","2,350.11","2,345.95","2,349.37","2,348.82","2,347.08",,,,,,"18,028,000",45.26%,43.10%,59.76%,57.58%,15.10%,5.46%
2018-06-27,12:00,"2,349.52","2,351.49","2,346.91","2,347.22","2,350.34","2,347.51",,,,,,"19,863,000",25.00%,40.94%,64.99%,56.71%,15.22%,3.04%
2018-06-27,11:30,"2,346.58","2,351.64","2,344.46","2,349.71","2,351.74","2,347.82",,,,,,"25,633,000",43.64%,56.88%,58.76%,53.39%,0.00%,0.00%
2018-06-27,11:00,"2,351.73","2,351.91","2,343.60","2,346.66","2,351.98","2,348.07",,,,,,"36,317,000",59.03%,70.11%,48.78%,51.25%,0.00%,0.00%
2018-06-27,10:30,"2,356.53","2,358.52","2,349.86","2,351.12","2,354.14","2,348.62",,,,,,"54,423,000",77.75%,81.20%,54.54%,52.24%,0.00%,0.00%
2018-06-27,10:00,"2,352.61","2,358.71","2,351.49","2,357.01","2,354.52","2,348.89",,,,,,"56,885,000",91.29%,84.65%,59.82%,51.32%,0.00%,0.00%
2018-06-27,9:30,"2,349.38","2,355.69","2,348.52","2,354.21","2,352.94","2,348.86",,,,,,"95,139,000",82.58%,78.01%,47.77%,47.92%,0.00%,0.00%
2018-06-26,15:30,"2,356.66","2,358.01","2,350.92","2,350.92","2,351.49","2,348.79",,,,,,"51,081,000",65.17%,73.45%,48.55%,47.97%,0.00%,0.00%
2018-06-26,15:00,"2,352.27","2,357.71","2,352.19","2,357.44","2,351.06",,,,,,,"33,621,000",92.78%,81.73%,51.61%,,0.00%,0.00%
2018-06-26,14:30,"2,349.44","2,356.94","2,346.17","2,353.03","2,347.30",,,,,,,"25,706,000",85.57%,70.67%,47.05%,,0.00%,0.00%
2018-06-26,14:00,"2,347.36","2,349.52","2,345.74","2,349.12","2,344.48",,,,,,,"22,465,000",71.13%,55.77%,45.03%,,0.00%,0.00%
2018-06-26,13:30,"2,348.82","2,350.92","2,345.24","2,346.96","2,340.42",,,,,,,"19,935,000",42.26%,40.42%,43.36%,,0.00%,0.00%
2018-06-26,13:00,"2,338.15","2,351.67","2,338.15","2,348.76","2,338.59",,,,,,,"28,112,000",47.57%,38.57%,47.29%,,0.00%,0.00%
2018-06-26,12:30,"2,339.00","2,339.52","2,335.54","2,338.61","2,338.54",,,,,,,"20,540,000",19.93%,29.58%,,,,
2018-06-26,12:00,"2,327.72","2,340.31","2,327.72","2,338.94","2,339.68",,,,,,,"24,047,000",34.90%,39.22%,,,,
2018-06-26,11:30,"2,337.50","2,339.04","2,326.61","2,328.82","2,340.52",,,,,,,"42,040,000",35.74%,43.55%,,,,
2018-06-26,11:00,"2,348.63","2,349.17","2,337.82","2,337.82","2,346.33",,,,,,,"28,571,000",58.57%,51.35%,,,,
2018-06-26,10:30,"2,344.42","2,349.45","2,341.75","2,348.51","2,349.43",,,,,,,"31,343,000",61.14%,44.14%,,,,
2018-06-26,10:00,"2,343.44","2,347.08","2,339.94","2,344.29","2,350.71",,,,,,,"49,725,000",35.78%,27.14%,,,,
2018-06-26,9:30,"2,334.75","2,346.30","2,334.75","2,343.15","2,353.37",,,,,,,"93,728,000",18.50%,18.50%,,,,
2018-06-25,15:30,"2,353.14","2,361.39","2,350.81","2,357.88","2,356.04",,,,,,,"46,192,000",37.00%,18.50%,,,,
2018-06-25,15:00,"2,354.29","2,356.40","2,347.85","2,353.34","2,355.77",,,,,,,"30,078,000",0.00%,0.00%,,,,
2018-06-25,14:30,"2,356.93","2,359.31","2,353.26","2,354.90","2,355.65",,,,,,,"32,337,000",0.00%,,,,,
2018-06-25,14:00,"2,355.47","2,358.56","2,353.40","2,357.57",,,,,,,,"27,556,000",0.00%,,,,,
2018-06-25,13:30,"2,354.84","2,360.53","2,353.90","2,356.49",,,,,,,,"27,912,000",,,,,,
2018-06-25,13:00,"2,351.94","2,357.01","2,351.34","2,356.53",,,,,,,,"15,931,000",,,,,,
2018-06-25,12:30,"2,350.95","2,352.77","2,348.36","2,352.77",,,,,,,,"12,883,000",,,,,,
